run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
42,vanilla,io,1,2.167,1783388279991029
43,vanilla,io,4,3.250,1783388279994665
44,vanilla,io,1,2.000,1783388279997087
45,vanilla,io,1,2.796,1783388280000280
46,vanilla,io,1,3.199,1783388280003870
47,vanilla,io,1,2.521,1783388280006774
48,vanilla,io,4,2.401,1783388280009561
49,vanilla,io,1,3.222,1783388280013168
50,vanilla,io,1,2.163,1783388280015748
51,vanilla,io,1,1.962,1783388280018094
52,vanilla,io,1,3.171,1783388280021738
53,vanilla,io,1,3.251,1783388280025404
54,vanilla,io,1,2.288,1783388280028078
55,vanilla,io,1,2.098,1783388280030567
56,vanilla,io,1,3.139,1783388280034082
57,vanilla,io,1,3.526,1783388280038035
58,vanilla,io,1,2.030,1783388280040489
59,vanilla,io,1,2.396,1783388280043277
60,vanilla,io,1,3.120,1783388280046778
61,vanilla,io,4,2.981,1783388280050213
62,vanilla,io,1,2.537,1783388280053139
63,vanilla,io,1,3.239,1783388280056747
64,vanilla,io,1,2.323,1783388280059538
65,vanilla,io,1,3.259,1783388280063180
66,vanilla,io,1,2.034,1783388280065595
67,vanilla,io,1,3.214,1783388280069200
68,vanilla,io,1,2.515,1783388280072141
69,vanilla,io,1,2.048,1783388280074593
70,vanilla,io,1,3.385,1783388280078362
71,vanilla,io,4,3.093,1783388280081859
72,vanilla,io,4,2.750,1783388280084981
73,vanilla,io,1,2.001,1783388280087357
74,vanilla,io,1,2.132,1783388280089895
75,vanilla,io,1,3.127,1783388280093402
76,vanilla,io,1,3.327,1783388280097118
77,vanilla,io,1,2.469,1783388280099964
78,vanilla,io,4,2.707,1783388280103049
79,vanilla,io,1,1.909,1783388280105322
80,vanilla,io,1,3.001,1783388280108703
81,vanilla,io,1,3.154,1783388280112239
82,vanilla,io,1,3.159,1783388280115770
83,vanilla,io,1,1.924,1783388280118077
84,vanilla,io,1,3.323,1783388280121870
85,vanilla,io,1,3.131,1783388280125376
86,vanilla,io,1,2.461,1783388280128231
87,vanilla,io,1,2.571,1783388280131180
88,vanilla,io,1,1.939,1783388280133501
89,vanilla,io,4,3.004,1783388280136908
90,vanilla,io,1,3.134,1783388280140425
91,vanilla,io,1,2.958,1783388280143757
92,vanilla,io,4,1.898,1783388280146039
93,vanilla,io,1,3.331,1783388280149890
94,vanilla,io,1,2.893,1783388280153155
95,vanilla,io,1,2.970,1783388280156491
96,vanilla,io,4,2.485,1783388280159402
97,vanilla,io,4,2.165,1783388280161948
98,vanilla,io,1,3.191,1783388280165604
99,vanilla,io,1,3.303,1783388280169279
0,vanilla,combined,4,2.188,1783388417474178
